Diagnostic Test Type ,Surveillance Year,Week ending Code ,Week ending Date,HHS region ,RSV Detections,RSV Tests,Outlier
Antigen,1314,1415,12APR2014,5,34,278,0
Antigen,1314,1416,19APR2014,5,22,219,0
Antigen,1314,1417,26APR2014,5,18,194,0
Antigen,1314,1418,03MAY2014,5,12,184,0
Antigen,1314,1419,10MAY2014,5,11,189,0
Antigen,1314,1420,17MAY2014,5,7,169,0
Antigen,1314,1421,24MAY2014,5,4,147,0
Antigen,1314,1422,31MAY2014,5,1,129,0
Antigen,1314,1423,07JUN2014,5,1,106,0
Antigen,1314,1424,14JUN2014,5,2,120,0
Antigen,1314,1425,21JUN2014,5,1,89,0
Antigen,1314,1426,28JUN2014,5,0,71,0
Antigen,1314,1327,06JUL2013,6,1,46,0
Antigen,1314,1328,13JUL2013,6,1,47,0
Antigen,1314,1329,20JUL2013,6,3,36,0
Antigen,1314,1330,27JUL2013,6,1,34,0
Antigen,1314,1331,03AUG2013,6,0,35,0
Antigen,1314,1332,10AUG2013,6,1,33,0
Antigen,1314,1333,17AUG2013,6,0,44,0
Antigen,1314,1334,24AUG2013,6,4,54,0
Antigen,1314,1335,31AUG2013,6,1,63,0
Antigen,1314,1336,07SEP2013,6,3,72,0
Antigen,1314,1337,14SEP2013,6,3,99,0
Antigen,1314,1338,21SEP2013,6,5,144,0
Antigen,1314,1339,28SEP2013,6,4,153,0
Antigen,1314,1340,05OCT2013,6,6,152,0
Antigen,1314,1341,12OCT2013,6,19,235,0
Antigen,1314,1342,19OCT2013,6,22,227,0
Antigen,1314,1343,26OCT2013,6,32,230,0
Antigen,1314,1344,02NOV2013,6,43,262,0
Antigen,1314,1345,09NOV2013,6,58,376,0
Antigen,1314,1346,16NOV2013,6,85,471,0
Antigen,1314,1347,23NOV2013,6,86,516,0
Antigen,1314,1348,30NOV2013,6,130,528,0
Antigen,1314,1349,07DEC2013,6,181,735,0
Antigen,1314,1350,14DEC2013,6,170,874,0
Antigen,1314,1351,21DEC2013,6,258,1107,0
Antigen,1314,1352,28DEC2013,6,341,1106,0
Antigen,1314,1401,04JAN2014,6,370,1172,1
Antigen,1314,1402,11JAN2014,6,247,1009,0
Antigen,1314,1403,18JAN2014,6,207,910,0
Antigen,1314,1404,25JAN2014,6,219,991,0
Antigen,1314,1405,01FEB2014,6,200,758,0
Antigen,1314,1406,08FEB2014,6,179,725,0
Antigen,1314,1407,15FEB2014,6,142,667,0
Antigen,1314,1408,22FEB2014,6,156,660,0
Antigen,1314,1409,01MAR2014,6,108,582,0
Antigen,1314,1410,08MAR2014,6,65,501,0
Antigen,1314,1411,15MAR2014,6,51,489,0
Antigen,1314,1412,22MAR2014,6,44,414,0
Antigen,1314,1413,29MAR2014,6,24,297,0
Antigen,1314,1414,05APR2014,6,17,279,0
Antigen,1314,1415,12APR2014,6,16,279,0
Antigen,1314,1416,19APR2014,6,6,220,0
Antigen,1314,1417,26APR2014,6,9,174,0
Antigen,1314,1418,03MAY2014,6,7,169,0
Antigen,1314,1419,10MAY2014,6,5,130,0
Antigen,1314,1420,17MAY2014,6,3,122,0
Antigen,1314,1421,24MAY2014,6,2,107,0
Antigen,1314,1422,31MAY2014,6,1,78,0
Antigen,1314,1423,07JUN2014,6,0,79,0
Antigen,1314,1424,14JUN2014,6,2,57,0
Antigen,1314,1425,21JUN2014,6,1,79,0
Antigen,1314,1426,28JUN2014,6,0,63,0
Antigen,1314,1327,06JUL2013,7,0,1,0
Antigen,1314,1328,13JUL2013,7,0,5,0
Antigen,1314,1329,20JUL2013,7,1,3,0
Antigen,1314,1330,27JUL2013,7,0,0,0
Antigen,1314,1331,03AUG2013,7,0,1,0
Antigen,1314,1332,10AUG2013,7,0,2,0
Antigen,1314,1333,17AUG2013,7,0,9,0
Antigen,1314,1334,24AUG2013,7,1,10,0
Antigen,1314,1335,31AUG2013,7,0,0,0
Antigen,1314,1336,07SEP2013,7,0,6,0
Antigen,1314,1337,14SEP2013,7,0,5,0
Antigen,1314,1338,21SEP2013,7,0,14,0
Antigen,1314,1339,28SEP2013,7,0,16,0
Antigen,1314,1340,05OCT2013,7,1,16,0
Antigen,1314,1341,12OCT2013,7,0,26,0
Antigen,1314,1342,19OCT2013,7,1,34,0
Antigen,1314,1343,26OCT2013,7,0,33,0
Antigen,1314,1344,02NOV2013,7,1,35,0
Antigen,1314,1345,09NOV2013,7,1,33,0
Antigen,1314,1346,16NOV2013,7,4,47,0
Antigen,1314,1347,23NOV2013,7,0,44,0
Antigen,1314,1348,30NOV2013,7,3,44,0
Antigen,1314,1349,07DEC2013,7,6,51,0
Antigen,1314,1350,14DEC2013,7,4,47,0
Antigen,1314,1351,21DEC2013,7,15,66,0
Antigen,1314,1352,28DEC2013,7,20,87,0
Antigen,1314,1401,04JAN2014,7,15,84,0
Antigen,1314,1402,11JAN2014,7,15,82,0
Antigen,1314,1403,18JAN2014,7,8,67,0
Antigen,1314,1404,25JAN2014,7,18,85,0
Antigen,1314,1405,01FEB2014,7,30,92,1
Antigen,1314,1406,08FEB2014,7,22,88,0
Antigen,1314,1407,15FEB2014,7,23,86,0
Antigen,1314,1408,22FEB2014,7,22,64,0
Antigen,1314,1409,01MAR2014,7,11,68,0
Antigen,1314,1410,08MAR2014,7,8,55,0
Antigen,1314,1411,15MAR2014,7,10,53,0
Antigen,1314,1412,22MAR2014,7,6,46,0
Antigen,1314,1413,29MAR2014,7,7,39,0
Antigen,1314,1414,05APR2014,7,3,31,0
Antigen,1314,1415,12APR2014,7,2,27,0
Antigen,1314,1416,19APR2014,7,3,34,0
Antigen,1314,1417,26APR2014,7,1,29,0
Antigen,1314,1418,03MAY2014,7,1,17,0
Antigen,1314,1419,10MAY2014,7,1,6,0
Antigen,1314,1420,17MAY2014,7,0,10,0
Antigen,1314,1421,24MAY2014,7,0,9,0
Antigen,1314,1422,31MAY2014,7,0,6,0
Antigen,1314,1423,07JUN2014,7,0,3,0
Antigen,1314,1424,14JUN2014,7,0,6,0
Antigen,1314,1425,21JUN2014,7,0,4,0
Antigen,1314,1426,28JUN2014,7,0,5,0
Antigen,1314,1327,06JUL2013,8,0,66,0
Antigen,1314,1328,13JUL2013,8,0,46,0
Antigen,1314,1329,20JUL2013,8,0,46,0
Antigen,1314,1330,27JUL2013,8,1,50,0
Antigen,1314,1331,03AUG2013,8,0,51,0
Antigen,1314,1332,10AUG2013,8,0,47,0
Antigen,1314,1333,17AUG2013,8,1,40,0
Antigen,1314,1334,24AUG2013,8,0,56,0
Antigen,1314,1335,31AUG2013,8,1,62,0
Antigen,1314,1336,07SEP2013,8,0,62,0
Antigen,1314,1337,14SEP2013,8,1,65,0
Antigen,1314,1338,21SEP2013,8,1,87,0
Antigen,1314,1339,28SEP2013,8,0,99,0
Antigen,1314,1340,05OCT2013,8,0,106,0
Antigen,1314,1341,12OCT2013,8,1,114,0
Antigen,1314,1342,19OCT2013,8,1,102,0
Antigen,1314,1343,26OCT2013,8,0,126,0
Antigen,1314,1344,02NOV2013,8,1,184,0
Antigen,1314,1345,09NOV2013,8,2,151,0
Antigen,1314,1346,16NOV2013,8,0,146,0
Antigen,1314,1347,23NOV2013,8,3,162,0
Antigen,1314,1348,30NOV2013,8,1,131,0
Antigen,1314,1349,07DEC2013,8,5,152,0
Antigen,1314,1350,14DEC2013,8,3,182,0
Antigen,1314,1351,21DEC2013,8,11,179,0
Antigen,1314,1352,28DEC2013,8,15,235,0
Antigen,1314,1401,04JAN2014,8,27,284,0
Antigen,1314,1402,11JAN2014,8,23,320,0
Antigen,1314,1403,18JAN2014,8,31,289,0
Antigen,1314,1404,25JAN2014,8,40,293,0
Antigen,1314,1405,01FEB2014,8,41,287,0
Antigen,1314,1406,08FEB2014,8,61,318,0
Antigen,1314,1407,15FEB2014,8,71,277,0
Antigen,1314,1408,22FEB2014,8,74,341,0
Antigen,1314,1409,01MAR2014,8,78,337,0
Antigen,1314,1410,08MAR2014,8,56,305,0
Antigen,1314,1411,15MAR2014,8,57,285,0
Antigen,1314,1412,22MAR2014,8,58,258,0
Antigen,1314,1413,29MAR2014,8,50,256,0
Antigen,1314,1414,05APR2014,8,22,190,0
Antigen,1314,1415,12APR2014,8,22,196,0
Antigen,1314,1416,19APR2014,8,23,174,0
Antigen,1314,1417,26APR2014,8,16,174,0
Antigen,1314,1418,03MAY2014,8,9,133,0
Antigen,1314,1419,10MAY2014,8,2,83,0
Antigen,1314,1420,17MAY2014,8,5,76,0
Antigen,1314,1421,24MAY2014,8,2,61,0
Antigen,1314,1422,31MAY2014,8,2,94,0
Antigen,1314,1423,07JUN2014,8,1,48,0
Antigen,1314,1424,14JUN2014,8,0,42,0
Antigen,1314,1425,21JUN2014,8,1,49,0
Antigen,1314,1426,28JUN2014,8,0,26,0
Antigen,1314,1327,06JUL2013,9,6,133,0
Antigen,1314,1328,13JUL2013,9,5,142,0
Antigen,1314,1329,20JUL2013,9,6,135,0
Antigen,1314,1330,27JUL2013,9,16,136,0
Antigen,1314,1331,03AUG2013,9,12,142,0
Antigen,1314,1332,10AUG2013,9,1,129,0
Antigen,1314,1333,17AUG2013,9,4,138,0
Antigen,1314,1334,24AUG2013,9,5,163,0
Antigen,1314,1335,31AUG2013,9,6,150,0
Antigen,1314,1336,07SEP2013,9,13,171,0
Antigen,1314,1337,14SEP2013,9,5,143,0
Antigen,1314,1338,21SEP2013,9,7,153,0
Antigen,1314,1339,28SEP2013,9,16,172,0
Antigen,1314,1340,05OCT2013,9,11,183,0
Antigen,1314,1341,12OCT2013,9,18,224,0
Antigen,1314,1342,19OCT2013,9,14,229,0
Antigen,1314,1343,26OCT2013,9,26,217,0
Antigen,1314,1344,02NOV2013,9,25,223,0
Antigen,1314,1345,09NOV2013,9,19,283,0
Antigen,1314,1346,16NOV2013,9,34,266,0
Antigen,1314,1347,23NOV2013,9,16,274,0
Antigen,1314,1348,30NOV2013,9,10,301,0
Antigen,1314,1349,07DEC2013,9,20,275,0
Antigen,1314,1350,14DEC2013,9,28,297,0
Antigen,1314,1351,21DEC2013,9,48,355,0
Antigen,1314,1352,28DEC2013,9,45,409,0
Antigen,1314,1401,04JAN2014,9,91,520,0
Antigen,1314,1402,11JAN2014,9,84,511,0
Antigen,1314,1403,18JAN2014,9,99,536,0
Antigen,1314,1404,25JAN2014,9,90,547,0
Antigen,1314,1405,01FEB2014,9,112,542,0
Antigen,1314,1406,08FEB2014,9,102,507,0
Antigen,1314,1407,15FEB2014,9,135,550,0
Antigen,1314,1408,22FEB2014,9,137,549,0
Antigen,1314,1409,01MAR2014,9,121,497,0
Antigen,1314,1410,08MAR2014,9,116,473,0
Antigen,1314,1411,15MAR2014,9,85,412,0
Antigen,1314,1412,22MAR2014,9,85,385,0
Antigen,1314,1413,29MAR2014,9,65,395,0
Antigen,1314,1414,05APR2014,9,39,307,0
Antigen,1314,1415,12APR2014,9,38,270,0
Antigen,1314,1416,19APR2014,9,25,266,0
Antigen,1314,1417,26APR2014,9,15,232,0
Antigen,1314,1418,03MAY2014,9,16,218,0
Antigen,1314,1419,10MAY2014,9,16,206,0
Antigen,1314,1420,17MAY2014,9,12,208,0
Antigen,1314,1421,24MAY2014,9,9,201,0
Antigen,1314,1422,31MAY2014,9,6,232,0
Antigen,1314,1423,07JUN2014,9,11,198,0
Antigen,1314,1424,14JUN2014,9,5,182,0
Antigen,1314,1425,21JUN2014,9,5,162,0
Antigen,1314,1426,28JUN2014,9,9,144,0
Antigen,1415,1427,05JUL2014,1,1,184,0
Antigen,1415,1428,12JUL2014,1,1,177,0
Antigen,1415,1429,19JUL2014,1,0,148,0
Antigen,1415,1430,26JUL2014,1,1,128,0
Antigen,1415,1431,02AUG2014,1,1,111,0
Antigen,1415,1432,09AUG2014,1,0,103,0
Antigen,1415,1433,16AUG2014,1,0,162,0
Antigen,1415,1434,23AUG2014,1,0,125,0
Antigen,1415,1435,30AUG2014,1,2,136,0
Antigen,1415,1436,06SEP2014,1,1,146,0
Antigen,1415,1437,13SEP2014,1,4,179,0
Antigen,1415,1438,20SEP2014,1,1,229,0
Antigen,1415,1439,27SEP2014,1,2,268,0
Antigen,1415,1440,04OCT2014,1,5,307,0
Antigen,1415,1441,11OCT2014,1,3,287,0
Antigen,1415,1442,18OCT2014,1,2,314,0
Antigen,1415,1443,25OCT2014,1,2,261,0
Antigen,1415,1444,01NOV2014,1,7,263,0
Antigen,1415,1445,08NOV2014,1,3,323,0
Antigen,1415,1446,15NOV2014,1,5,301,0
Antigen,1415,1447,22NOV2014,1,6,306,0
Antigen,1415,1448,29NOV2014,1,10,263,0
Antigen,1415,1449,06DEC2014,1,29,367,0
Antigen,1415,1450,13DEC2014,1,29,374,0
Antigen,1415,1451,20DEC2014,1,41,415,0
Antigen,1415,1452,27DEC2014,1,48,402,0
Antigen,1415,1453,03JAN2015,1,96,554,1
Antigen,1415,1501,10JAN2015,1,92,632,0
Antigen,1415,1502,17JAN2015,1,72,564,0
Antigen,1415,1503,24JAN2015,1,60,618,0
Antigen,1415,1504,31JAN2015,1,64,538,0
Antigen,1415,1505,07FEB2015,1,59,512,0
Antigen,1415,1506,14FEB2015,1,52,537,0
Antigen,1415,1507,21FEB2015,1,36,518,0
Antigen,1415,1508,28FEB2015,1,33,405,0
Antigen,1415,1509,07MAR2015,1,24,392,0
Antigen,1415,1510,14MAR2015,1,25,451,0
Antigen,1415,1511,21MAR2015,1,23,385,0
Antigen,1415,1512,28MAR2015,1,18,420,0
Antigen,1415,1513,04APR2015,1,10,363,0
Antigen,1415,1514,11APR2015,1,13,419,0
Antigen,1415,1515,18APR2015,1,12,408,0
Antigen,1415,1516,25APR2015,1,7,332,0
Antigen,1415,1517,02MAY2015,1,7,342,0
Antigen,1415,1518,09MAY2015,1,8,294,0
Antigen,1415,1519,16MAY2015,1,3,308,0
Antigen,1415,1520,23MAY2015,1,4,280,0
Antigen,1415,1521,30MAY2015,1,1,265,0
Antigen,1415,1522,06JUN2015,1,1,212,0
Antigen,1415,1523,13JUN2015,1,0,223,0
Antigen,1415,1524,20JUN2015,1,1,217,0
Antigen,1415,1525,27JUN2015,1,0,180,0
Antigen,1415,1427,05JUL2014,10,0,34,0
Antigen,1415,1428,12JUL2014,10,0,37,0
Antigen,1415,1429,19JUL2014,10,0,23,0
Antigen,1415,1430,26JUL2014,10,0,31,0
Antigen,1415,1431,02AUG2014,10,0,36,0
Antigen,1415,1432,09AUG2014,10,0,29,0
Antigen,1415,1433,16AUG2014,10,0,33,0
Antigen,1415,1434,23AUG2014,10,0,22,0
Antigen,1415,1435,30AUG2014,10,0,20,0
Antigen,1415,1436,06SEP2014,10,0,28,0
Antigen,1415,1437,13SEP2014,10,0,29,0
Antigen,1415,1438,20SEP2014,10,0,33,0
Antigen,1415,1439,27SEP2014,10,0,44,0
Antigen,1415,1440,04OCT2014,10,0,50,0
Antigen,1415,1441,11OCT2014,10,2,43,0
Antigen,1415,1442,18OCT2014,10,1,57,0
Antigen,1415,1443,25OCT2014,10,1,86,0
Antigen,1415,1444,01NOV2014,10,1,78,0
Antigen,1415,1445,08NOV2014,10,2,67,0
Antigen,1415,1446,15NOV2014,10,4,87,0
Antigen,1415,1447,22NOV2014,10,10,99,0
Antigen,1415,1448,29NOV2014,10,22,104,0
Antigen,1415,1449,06DEC2014,10,9,113,0
Antigen,1415,1450,13DEC2014,10,19,117,0
Antigen,1415,1451,20DEC2014,10,51,169,0
Antigen,1415,1452,27DEC2014,10,66,234,0
Antigen,1415,1453,03JAN2015,10,72,230,0
Antigen,1415,1501,10JAN2015,10,73,258,0
Antigen,1415,1502,17JAN2015,10,84,285,0
Antigen,1415,1503,24JAN2015,10,71,248,0
Antigen,1415,1504,31JAN2015,10,66,213,0
Antigen,1415,1505,07FEB2015,10,67,227,0
Antigen,1415,1506,14FEB2015,10,49,183,0
Antigen,1415,1507,21FEB2015,10,36,160,0
Antigen,1415,1508,28FEB2015,10,42,144,0
Antigen,1415,1509,07MAR2015,10,23,114,0
Antigen,1415,1510,14MAR2015,10,15,109,0
Antigen,1415,1511,21MAR2015,10,13,89,0
Antigen,1415,1512,28MAR2015,10,9,103,0
Antigen,1415,1513,04APR2015,10,2,69,0
Antigen,1415,1514,11APR2015,10,3,67,0
Antigen,1415,1515,18APR2015,10,2,66,0
Antigen,1415,1516,25APR2015,10,2,55,0
Antigen,1415,1517,02MAY2015,10,0,44,0
Antigen,1415,1518,09MAY2015,10,0,52,0
Antigen,1415,1519,16MAY2015,10,1,50,0
Antigen,1415,1520,23MAY2015,10,0,49,0
Antigen,1415,1521,30MAY2015,10,0,37,0
Antigen,1415,1522,06JUN2015,10,0,37,0
Antigen,1415,1523,13JUN2015,10,0,32,0
Antigen,1415,1524,20JUN2015,10,0,48,0
Antigen,1415,1525,27JUN2015,10,0,37,0
Antigen,1415,1427,05JUL2014,2,0,30,0
Antigen,1415,1428,12JUL2014,2,0,11,0
Antigen,1415,1429,19JUL2014,2,0,41,0
Antigen,1415,1430,26JUL2014,2,0,45,0
Antigen,1415,1431,02AUG2014,2,0,49,0
Antigen,1415,1432,09AUG2014,2,0,44,0
Antigen,1415,1433,16AUG2014,2,0,52,0
Antigen,1415,1434,23AUG2014,2,0,44,0
Antigen,1415,1435,30AUG2014,2,0,49,0
Antigen,1415,1436,06SEP2014,2,0,38,0
Antigen,1415,1437,13SEP2014,2,0,56,0
Antigen,1415,1438,20SEP2014,2,1,130,0
Antigen,1415,1439,27SEP2014,2,4,79,0
Antigen,1415,1440,04OCT2014,2,4,75,0
Antigen,1415,1441,11OCT2014,2,3,77,0
Antigen,1415,1442,18OCT2014,2,7,100,0
Antigen,1415,1443,25OCT2014,2,4,75,0
Antigen,1415,1444,01NOV2014,2,6,86,0
Antigen,1415,1445,08NOV2014,2,8,95,0
Antigen,1415,1446,15NOV2014,2,14,95,0
Antigen,1415,1447,22NOV2014,2,21,127,0
Antigen,1415,1448,29NOV2014,2,23,146,0
Antigen,1415,1449,06DEC2014,2,36,187,0
Antigen,1415,1450,13DEC2014,2,35,333,0
Antigen,1415,1451,20DEC2014,2,37,415,0
Antigen,1415,1452,27DEC2014,2,61,386,0
Antigen,1415,1453,03JAN2015,2,68,522,0
Antigen,1415,1501,10JAN2015,2,64,641,1
Antigen,1415,1502,17JAN2015,2,43,638,1
Antigen,1415,1503,24JAN2015,2,59,493,0
Antigen,1415,1504,31JAN2015,2,34,400,0
Antigen,1415,1505,07FEB2015,2,24,328,0
Antigen,1415,1506,14FEB2015,2,22,233,0
Antigen,1415,1507,21FEB2015,2,18,150,0
Antigen,1415,1508,28FEB2015,2,15,145,0
Antigen,1415,1509,07MAR2015,2,12,128,0
Antigen,1415,1510,14MAR2015,2,16,138,0
Antigen,1415,1511,21MAR2015,2,11,131,0
Antigen,1415,1512,28MAR2015,2,6,144,0
Antigen,1415,1513,04APR2015,2,10,111,0
Antigen,1415,1514,11APR2015,2,7,102,0
Antigen,1415,1515,18APR2015,2,3,88,0
Antigen,1415,1516,25APR2015,2,5,98,0
Antigen,1415,1517,02MAY2015,2,1,85,0
Antigen,1415,1518,09MAY2015,2,6,104,0
Antigen,1415,1519,16MAY2015,2,0,66,0
Antigen,1415,1520,23MAY2015,2,0,49,0
Antigen,1415,1521,30MAY2015,2,0,50,0
Antigen,1415,1522,06JUN2015,2,0,55,0
Antigen,1415,1523,13JUN2015,2,0,50,0
Antigen,1415,1524,20JUN2015,2,2,67,0
Antigen,1415,1525,27JUN2015,2,0,65,0
Antigen,1415,1427,05JUL2014,3,0,60,0
Antigen,1415,1428,12JUL2014,3,1,58,0
Antigen,1415,1429,19JUL2014,3,1,52,0
Antigen,1415,1430,26JUL2014,3,0,20,0
Antigen,1415,1431,02AUG2014,3,0,29,0
Antigen,1415,1432,09AUG2014,3,0,30,0
Antigen,1415,1433,16AUG2014,3,0,11,0
Antigen,1415,1434,23AUG2014,3,0,24,0
Antigen,1415,1435,30AUG2014,3,0,29,0
Antigen,1415,1436,06SEP2014,3,0,31,0
Antigen,1415,1437,13SEP2014,3,0,140,0
Antigen,1415,1438,20SEP2014,3,0,92,0
Antigen,1415,1439,27SEP2014,3,0,116,0
Antigen,1415,1440,04OCT2014,3,2,110,0
Antigen,1415,1441,11OCT2014,3,1,164,0
Antigen,1415,1442,18OCT2014,3,6,157,0
Antigen,1415,1443,25OCT2014,3,5,180,0
Antigen,1415,1444,01NOV2014,3,11,190,0
Antigen,1415,1445,08NOV2014,3,16,188,0
Antigen,1415,1446,15NOV2014,3,13,186,0
Antigen,1415,1447,22NOV2014,3,23,250,0
Antigen,1415,1448,29NOV2014,3,22,265,0
Antigen,1415,1449,06DEC2014,3,33,406,0
Antigen,1415,1450,13DEC2014,3,40,396,0
Antigen,1415,1451,20DEC2014,3,42,356,0
Antigen,1415,1452,27DEC2014,3,85,559,0
Antigen,1415,1453,03JAN2015,3,87,587,0
Antigen,1415,1501,10JAN2015,3,77,453,0
Antigen,1415,1502,17JAN2015,3,57,286,0
Antigen,1415,1503,24JAN2015,3,64,325,0
Antigen,1415,1504,31JAN2015,3,72,304,0
Antigen,1415,1505,07FEB2015,3,62,296,0
Antigen,1415,1506,14FEB2015,3,46,270,0
Antigen,1415,1507,21FEB2015,3,38,230,0
Antigen,1415,1508,28FEB2015,3,37,223,0
Antigen,1415,1509,07MAR2015,3,23,221,0
Antigen,1415,1510,14MAR2015,3,25,170,0
Antigen,1415,1511,21MAR2015,3,15,157,0
Antigen,1415,1512,28MAR2015,3,15,172,0
Antigen,1415,1513,04APR2015,3,17,181,0
Antigen,1415,1514,11APR2015,3,8,129,0
Antigen,1415,1515,18APR2015,3,11,132,0
Antigen,1415,1516,25APR2015,3,5,109,0
Antigen,1415,1517,02MAY2015,3,4,87,0
Antigen,1415,1518,09MAY2015,3,3,114,0
Antigen,1415,1519,16MAY2015,3,3,69,0
Antigen,1415,1520,23MAY2015,3,1,55,0
Antigen,1415,1521,30MAY2015,3,2,68,0
Antigen,1415,1522,06JUN2015,3,1,44,0
Antigen,1415,1523,13JUN2015,3,0,33,0
Antigen,1415,1524,20JUN2015,3,2,27,0
Antigen,1415,1525,27JUN2015,3,0,9,0
Antigen,1415,1427,05JUL2014,4,19,300,0
Antigen,1415,1428,12JUL2014,4,17,305,0
Antigen,1415,1429,19JUL2014,4,25,315,0
Antigen,1415,1430,26JUL2014,4,36,320,0
Antigen,1415,1431,02AUG2014,4,30,320,0
Antigen,1415,1432,09AUG2014,4,15,322,0
Antigen,1415,1433,16AUG2014,4,32,386,0
Antigen,1415,1434,23AUG2014,4,17,377,0
Antigen,1415,1435,30AUG2014,4,25,461,0
Antigen,1415,1436,06SEP2014,4,26,481,0
Antigen,1415,1437,13SEP2014,4,42,530,0
Antigen,1415,1438,20SEP2014,4,38,543,0
Antigen,1415,1439,27SEP2014,4,58,538,0
Antigen,1415,1440,04OCT2014,4,54,673,0
Antigen,1415,1441,11OCT2014,4,124,900,0
Antigen,1415,1442,18OCT2014,4,117,920,0
Antigen,1415,1443,25OCT2014,4,109,804,0
Antigen,1415,1444,01NOV2014,4,124,872,0
Antigen,1415,1445,08NOV2014,4,140,977,0
Antigen,1415,1446,15NOV2014,4,153,1069,0
Antigen,1415,1447,22NOV2014,4,126,1061,0
Antigen,1415,1448,29NOV2014,4,160,1161,0
Antigen,1415,1449,06DEC2014,4,157,1171,0
Antigen,1415,1450,13DEC2014,4,171,1188,0
Antigen,1415,1451,20DEC2014,4,203,1353,0
Antigen,1415,1452,27DEC2014,4,200,1726,0
Antigen,1415,1453,03JAN2015,4,264,1423,0
Antigen,1415,1501,10JAN2015,4,190,1147,0
Antigen,1415,1502,17JAN2015,4,187,1080,0
Antigen,1415,1503,24JAN2015,4,232,1221,0
Antigen,1415,1504,31JAN2015,4,216,1236,0
Antigen,1415,1505,07FEB2015,4,193,1170,0
Antigen,1415,1506,14FEB2015,4,143,1195,0
Antigen,1415,1507,21FEB2015,4,160,1210,0
Antigen,1415,1508,28FEB2015,4,149,1145,0
Antigen,1415,1509,07MAR2015,4,105,1074,0
Antigen,1415,1510,14MAR2015,4,113,1034,0
Antigen,1415,1511,21MAR2015,4,111,976,0
Antigen,1415,1512,28MAR2015,4,73,856,0
Antigen,1415,1513,04APR2015,4,49,884,0
Antigen,1415,1514,11APR2015,4,32,754,0
Antigen,1415,1515,18APR2015,4,35,697,0
Antigen,1415,1516,25APR2015,4,23,729,0
Antigen,1415,1517,02MAY2015,4,35,637,0
Antigen,1415,1518,09MAY2015,4,25,566,0
Antigen,1415,1519,16MAY2015,4,29,560,0
Antigen,1415,1520,23MAY2015,4,17,490,0
Antigen,1415,1521,30MAY2015,4,13,445,0
Antigen,1415,1522,06JUN2015,4,18,457,0
Antigen,1415,1523,13JUN2015,4,19,345,0
Antigen,1415,1524,20JUN2015,4,14,337,0
Antigen,1415,1525,27JUN2015,4,14,303,0
Antigen,1415,1427,05JUL2014,5,0,56,0
Antigen,1415,1428,12JUL2014,5,0,55,0
Antigen,1415,1429,19JUL2014,5,1,53,0
Antigen,1415,1430,26JUL2014,5,0,50,0
Antigen,1415,1431,02AUG2014,5,1,52,0
Antigen,1415,1432,09AUG2014,5,0,68,0
Antigen,1415,1433,16AUG2014,5,3,70,0
Antigen,1415,1434,23AUG2014,5,0,68,0
Antigen,1415,1435,30AUG2014,5,1,73,0
Antigen,1415,1436,06SEP2014,5,0,80,0
Antigen,1415,1437,13SEP2014,5,2,142,0
Antigen,1415,1438,20SEP2014,5,1,164,0
Antigen,1415,1439,27SEP2014,5,0,152,0
Antigen,1415,1440,04OCT2014,5,2,139,0
Antigen,1415,1441,11OCT2014,5,3,154,0
Antigen,1415,1442,18OCT2014,5,1,197,0
Antigen,1415,1443,25OCT2014,5,5,174,0
Antigen,1415,1444,01NOV2014,5,4,140,0
Antigen,1415,1445,08NOV2014,5,5,172,0
Antigen,1415,1446,15NOV2014,5,7,189,0
Antigen,1415,1447,22NOV2014,5,3,196,0
Antigen,1415,1448,29NOV2014,5,12,281,0
Antigen,1415,1449,06DEC2014,5,23,290,0
Antigen,1415,1450,13DEC2014,5,37,447,0
Antigen,1415,1451,20DEC2014,5,46,478,0
Antigen,1415,1452,27DEC2014,5,92,454,0
Antigen,1415,1453,03JAN2015,5,128,516,0
Antigen,1415,1501,10JAN2015,5,82,499,0
Antigen,1415,1502,17JAN2015,5,110,422,0
Antigen,1415,1503,24JAN2015,5,139,443,0
Antigen,1415,1504,31JAN2015,5,184,519,0
Antigen,1415,1505,07FEB2015,5,183,505,0
Antigen,1415,1506,14FEB2015,5,186,508,0
Antigen,1415,1507,21FEB2015,5,156,484,0
Antigen,1415,1508,28FEB2015,5,155,463,0
Antigen,1415,1509,07MAR2015,5,131,409,0
Antigen,1415,1510,14MAR2015,5,98,384,0
Antigen,1415,1511,21MAR2015,5,99,371,0
Antigen,1415,1512,28MAR2015,5,62,331,0
Antigen,1415,1513,04APR2015,5,46,313,0
Antigen,1415,1514,11APR2015,5,40,291,0
Antigen,1415,1515,18APR2015,5,30,250,0
Antigen,1415,1516,25APR2015,5,13,186,0
Antigen,1415,1517,02MAY2015,5,9,213,0
Antigen,1415,1518,09MAY2015,5,7,171,0
Antigen,1415,1519,16MAY2015,5,4,135,0
Antigen,1415,1520,23MAY2015,5,3,138,0
Antigen,1415,1521,30MAY2015,5,2,100,0
Antigen,1415,1522,06JUN2015,5,1,76,0
Antigen,1415,1523,13JUN2015,5,1,64,0
Antigen,1415,1524,20JUN2015,5,0,59,0
Antigen,1415,1525,27JUN2015,5,0,56,0
Antigen,1415,1427,05JUL2014,6,13,68,0
Antigen,1415,1428,12JUL2014,6,7,79,0
Antigen,1415,1429,19JUL2014,6,7,75,0
Antigen,1415,1430,26JUL2014,6,4,66,0
